operator_id,calls_missed_ratio,avg_wait_time,calls_out_ratio,calls_in_ratio,internal_calls_ratio,crit_calls_missed,crit_wait_time,crit_low_outbound,crit_low_inbound,crit_high_internal,inefficiency_score,criterios_negativos,efficiency_class,uso_interno_excesivo,efficiency_binary
905432,0.0,10.666666666666666,98.3739837398374,1.6260162601626018,3.333333333333333,0,0,0,0,0,0,0,Eficiente,False,1.0
905472,0.0,21.0,90.0,10.0,75.0,0,0,0,0,1,1,1,Eficiente,True,1.0
905478,0.0,36.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
905538,0.819672131147541,79.51851851851852,92.85086434222092,7.14913565777908,31.428571428571427,1,1,0,0,1,3,3,Ineficiente,True,0.0
905542,2.564102564102564,43.1,94.43387250237868,5.566127497621313,22.748815165876778,1,1,0,0,1,3,3,Ineficiente,True,0.0
905564,1.7543859649122806,45.45161290322581,92.41011984021304,7.589880159786951,42.5,1,1,0,0,1,3,3,Ineficiente,True,0.0
905566,2.272727272727273,31.08695652173913,95.13812154696132,4.861878453038674,37.30569948186528,1,0,0,0,1,2,2,Potencialmente ineficiente,True,
905574,0.0,14.0,99.07407407407408,0.9259259259259258,65.45454545454545,0,0,0,0,1,1,1,Eficiente,True,1.0
905842,0.0,115.5,99.80638915779284,0.1936108422071636,0.0,0,1,0,0,0,1,1,Eficiente,False,1.0
905844,0.0,13.583333333333334,98.755980861244,1.244019138755981,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
905862,2.941176470588235,31.486486486486488,0.9708737864077668,99.02912621359224,0.0,1,0,1,0,0,2,2,Potencialmente ineficiente,False,
905870,0.0,54.54838709677419,79.62962962962963,20.37037037037037,0.0,0,1,0,0,0,1,1,Eficiente,False,1.0
905930,0.0,13.333333333333334,82.80098280098281,17.1990171990172,13.91304347826087,0,0,0,0,0,0,0,Eficiente,False,1.0
905932,0.0,11.52,90.27027027027027,9.72972972972973,13.274336283185844,0,0,0,0,0,0,0,Eficiente,False,1.0
905934,0.0,9.0,95.23809523809524,4.761904761904762,20.0,0,0,0,0,1,1,1,Eficiente,True,1.0
906070,0.6172839506172839,889.8,17.974683544303797,82.02531645569621,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
906076,0.0,611.5,4.0,96.0,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
906294,0.3246753246753247,29.1,48.49498327759198,51.50501672240802,40.588235294117645,1,0,0,0,1,2,2,Potencialmente ineficiente,True,
906296,0.0,32.5,98.0099502487562,1.9900497512437807,76.74418604651163,0,0,0,0,1,1,1,Eficiente,True,1.0
906392,11.11111111111111,35.57142857142857,74.64788732394366,25.352112676056336,66.66666666666666,1,0,0,0,1,2,2,Potencialmente ineficiente,True,
906394,0.0,45.1578947368421,94.54545454545456,5.454545454545454,53.65853658536586,0,1,0,0,1,2,2,Potencialmente ineficiente,True,
906396,2.419354838709677,111.08823529411764,76.99443413729128,23.00556586270872,42.85714285714285,1,1,0,0,1,3,3,Ineficiente,True,0.0
906398,0.0,56.67857142857143,38.46153846153847,61.53846153846154,42.85714285714285,0,1,0,0,1,2,2,Potencialmente ineficiente,True,
906400,2.307692307692308,93.8,76.61870503597122,23.38129496402877,44.07894736842105,1,1,0,0,1,3,3,Ineficiente,True,0.0
906402,0.0,54.0,70.83333333333334,29.166666666666668,41.17647058823529,0,1,0,0,1,2,2,Potencialmente ineficiente,True,
906404,1.1976047904191618,315.3255813953488,55.02692998204668,44.97307001795332,29.87012987012987,1,1,0,0,1,3,3,Ineficiente,True,0.0
906406,0.4195804195804196,416.1521739130435,61.37223122636413,38.62776877363587,37.4384236453202,1,1,0,0,1,3,3,Ineficiente,True,0.0
906408,1.6597510373443984,246.8571428571429,26.52439024390244,73.47560975609755,44.26229508196721,1,1,0,0,1,3,3,Ineficiente,True,0.0
906410,2.155172413793104,177.5,7.569721115537849,92.43027888446214,4.25531914893617,1,1,1,0,0,3,3,Ineficiente,False,0.0
906412,7.6923076923076925,26.666666666666668,92.37536656891496,7.624633431085044,50.0,1,0,0,0,1,2,2,Potencialmente ineficiente,True,
906416,0.0,16.6,93.90243902439023,6.097560975609756,66.66666666666666,0,0,0,0,1,1,1,Eficiente,True,1.0
906418,0.0,20.0,50.0,50.0,33.33333333333333,0,0,0,0,1,1,1,Eficiente,True,1.0
906420,0.0,11.0,85.29411764705883,14.705882352941178,60.0,0,0,0,0,1,1,1,Eficiente,True,1.0
906680,1.0256410256410255,126.78947368421052,45.07042253521127,54.929577464788736,12.295081967213116,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
907174,0.0,69.625,99.64469009080142,0.3553099091985787,7.82608695652174,0,1,0,0,0,1,1,Eficiente,False,1.0
907178,0.0,36.0,98.30508474576273,1.694915254237288,46.875,0,0,0,0,1,1,1,Eficiente,True,1.0
907182,0.0,21.0,77.96610169491525,22.033898305084744,62.38532110091744,0,0,0,0,1,1,1,Eficiente,True,1.0
907224,0.0,52.27272727272727,86.1671469740634,13.8328530259366,30.136986301369863,0,1,0,0,1,2,2,Potencialmente ineficiente,True,
907440,0.0,23.83333333333333,96.53179190751445,3.4682080924855487,71.08433734939759,0,0,0,0,1,1,1,Eficiente,True,1.0
907502,0.8264462809917356,80.91666666666667,0.0,100.0,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
907504,0.0,27.25,83.33333333333334,16.666666666666664,61.53846153846154,0,0,0,0,1,1,1,Eficiente,True,1.0
907618,0.0,35.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
907952,3.92156862745098,29.08333333333333,77.82608695652173,22.17391304347826,66.97247706422019,1,0,0,0,1,2,2,Potencialmente ineficiente,True,
907964,0.0,22.83333333333333,77.92207792207793,22.07792207792208,65.0,0,0,0,0,1,1,1,Eficiente,True,1.0
907970,0.0,20.214285714285715,91.2087912087912,8.791208791208792,82.35294117647058,0,0,0,0,1,1,1,Eficiente,True,1.0
907972,0.0,14.25,61.53846153846154,38.46153846153847,11.11111111111111,0,0,0,0,0,0,0,Eficiente,False,1.0
907974,0.0,9.666666666666666,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
907982,1.5151515151515151,40.8,56.86274509803921,43.13725490196079,51.80722891566265,1,0,0,0,1,2,2,Potencialmente ineficiente,True,
907986,0.0,20.0,99.77678571428572,0.2232142857142857,98.64864864864865,0,0,0,0,1,1,1,Eficiente,True,1.0
907994,0.0,26.74074074074074,72.72727272727273,27.27272727272727,65.82278481012658,0,0,0,0,1,1,1,Eficiente,True,1.0
908002,0.0,24.75,72.72727272727273,27.27272727272727,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
908078,0.0,23.93103448275862,57.14285714285714,42.85714285714285,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
908080,0.0,17.5,16.666666666666664,83.33333333333334,20.0,0,0,1,0,1,2,2,Potencialmente ineficiente,True,
908082,0.0,15.5,42.5531914893617,57.44680851063831,6.896551724137931,0,0,0,0,0,0,0,Eficiente,False,1.0
908098,0.0,52.66666666666666,0.0,100.0,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
908130,0.0,28.33333333333333,0.0,100.0,33.33333333333333,0,0,1,0,1,2,2,Potencialmente ineficiente,True,
908152,0.0,58.0,0.0,100.0,11.11111111111111,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
908162,0.0,79.5,0.0,100.0,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
908180,0.0,15.0,0.0,100.0,100.0,0,0,1,0,1,2,2,Potencialmente ineficiente,True,
908300,0.0,84.5,0.0,100.0,50.0,0,1,1,0,1,3,3,Ineficiente,True,0.0
908834,0.0,195.25,4.166666666666666,95.83333333333334,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
908958,0.315126050420168,277.25531914893617,10.103871576959396,89.8961284230406,14.685314685314683,1,1,1,0,0,3,3,Ineficiente,False,0.0
908960,1.1510791366906474,150.59259259259258,13.985148514851486,86.01485148514851,15.09433962264151,1,1,1,0,0,3,3,Ineficiente,False,0.0
909134,0.5076142131979695,106.75384615384615,2.4752475247524752,97.52475247524752,1.4285714285714286,1,1,1,0,0,3,3,Ineficiente,False,0.0
909392,0.0,26.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
909624,0.0,50.5,0.0,100.0,50.0,0,1,1,0,1,3,3,Ineficiente,True,0.0
909768,0.0,42.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
909892,0.0,14.0,50.0,50.0,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
909894,0.0,13.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
909896,0.0,9.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
910018,0.0,58.24,0.0,100.0,6.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
910038,0.0,15.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
910044,0.0,28.2,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
910224,0.0,19.125,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
910226,25.0,16.5,0.0,100.0,0.0,1,0,1,0,0,2,2,Potencialmente ineficiente,False,
910516,0.0,31.863636363636363,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
910540,0.6493506493506493,55.3448275862069,0.0,100.0,1.7241379310344829,1,1,1,0,0,3,3,Ineficiente,False,0.0
910958,0.0,70.9,0.0,100.0,20.0,0,1,1,0,1,3,3,Ineficiente,True,0.0
911102,11.11111111111111,41.1,0.0,100.0,0.0,1,0,1,0,0,2,2,Potencialmente ineficiente,False,
911104,0.0,13.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
911136,0.4739336492890995,91.95652173913044,0.0,100.0,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
911138,1.038062283737024,101.60714285714286,0.0,100.0,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
911140,2.857142857142857,55.75757575757576,0.0,100.0,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
911142,10.0,65.92857142857143,0.0,100.0,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
911152,0.0,43.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
911214,0.0,18.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
911310,0.4987531172069825,100.07272727272728,19.15322580645161,80.84677419354838,4.444444444444445,1,1,1,0,0,3,3,Ineficiente,False,0.0
912010,1.3888888888888888,49.94230769230769,0.0,100.0,1.9230769230769231,1,1,1,0,0,3,3,Ineficiente,False,0.0
912252,0.0,22.37037037037037,85.17110266159695,14.82889733840304,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
912296,1.7341040462427744,42.57446808510638,73.6280487804878,26.3719512195122,0.0,1,0,0,0,0,1,1,Eficiente,False,1.0
912684,3.7037037037037033,59.875,0.0,100.0,25.0,1,1,1,0,1,4,4,Ineficiente,True,0.0
912722,0.0,20.75555555555556,71.56133828996283,28.438661710037177,36.55913978494624,0,0,0,0,1,1,1,Eficiente,True,1.0
913474,0.0,74.0,80.0,20.0,0.0,0,1,0,0,0,1,1,Eficiente,False,1.0
913780,0.0,29.666666666666668,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
913788,0.2522068095838587,192.0151515151515,54.840546697038725,45.15945330296128,0.0,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
913868,0.0,48.0,48.64864864864865,51.35135135135135,25.0,0,1,0,0,1,2,2,Potencialmente ineficiente,True,
913886,50.0,13.5,0.0,100.0,0.0,1,0,1,0,0,2,2,Potencialmente ineficiente,False,
913938,0.2727654217373059,526.974025974026,7.885581754928489,92.11441824507152,1.351351351351351,1,1,1,0,0,3,3,Ineficiente,False,0.0
913942,1.1349817592217268,347.91764705882355,15.135878912968694,84.86412108703131,5.185185185185185,1,1,1,0,0,3,3,Ineficiente,False,0.0
913984,0.0,17.0,85.71428571428571,14.285714285714285,33.33333333333333,0,0,0,0,1,1,1,Eficiente,True,1.0
914050,0.0,10.2,96.99248120300751,3.007518796992481,6.0,0,0,0,0,0,0,0,Eficiente,False,1.0
914168,0.0,11.0,90.9090909090909,9.090909090909092,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
914170,0.0,28.6,25.0,75.0,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
914172,0.0,34.5,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
914256,0.0,24.53333333333333,4.0,96.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
914426,0.0,23.0,57.14285714285714,42.85714285714285,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
914440,3.333333333333333,30.157894736842103,3.225806451612903,96.7741935483871,15.0,1,0,1,0,0,2,2,Potencialmente ineficiente,False,
914630,0.0,19.83333333333333,87.74193548387098,12.258064516129032,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
914636,0.0,14.0,83.33333333333334,16.666666666666664,27.27272727272727,0,0,0,0,1,1,1,Eficiente,True,1.0
914842,0.0,18.83333333333333,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
914848,0.0,18.5,88.23529411764706,11.76470588235294,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
914870,0.0,21.0,44.44444444444444,55.55555555555556,16.666666666666664,0,0,0,0,0,0,0,Eficiente,False,1.0
915556,1.6216216216216215,19.9672131147541,91.93899782135075,8.061002178649238,2.538071065989848,1,0,0,0,0,1,1,Eficiente,False,1.0
915614,0.0,56.0,96.875,3.125,0.0,0,1,0,0,0,1,1,Eficiente,False,1.0
915958,0.0,37.16666666666666,63.33333333333333,36.66666666666666,13.333333333333334,0,0,0,0,0,0,0,Eficiente,False,1.0
916424,0.7425742574257426,118.85714285714286,25.871559633027523,74.12844036697248,15.789473684210526,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
916618,0.0,35.4,66.87898089171973,33.12101910828025,3.508771929824561,0,0,0,0,0,0,0,Eficiente,False,1.0
917234,0.0,13.8,99.57591178965224,0.4240882103477523,1.639344262295082,0,0,0,0,0,0,0,Eficiente,False,1.0
917252,0.0,83.0,66.66666666666666,33.33333333333333,16.666666666666664,0,1,0,0,0,1,1,Eficiente,False,1.0
917378,0.0,12.5,87.5,12.5,25.0,0,0,0,0,1,1,1,Eficiente,True,1.0
917680,0.0,100.0,95.55555555555556,4.444444444444445,0.0,0,1,0,0,0,1,1,Eficiente,False,1.0
917846,0.0,12.5,91.42857142857144,8.571428571428571,8.333333333333332,0,0,0,0,0,0,0,Eficiente,False,1.0
917850,0.6024096385542169,58.645833333333336,49.39024390243903,50.609756097560975,37.39837398373984,1,1,0,0,1,3,3,Ineficiente,True,0.0
917852,0.2666666666666666,151.7872340425532,73.0603448275862,26.9396551724138,6.122448979591836,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
917856,0.0,16.5,96.1038961038961,3.896103896103896,6.25,0,0,0,0,0,0,0,Eficiente,False,1.0
917858,0.0,14.0,66.66666666666666,33.33333333333333,50.0,0,0,0,0,1,1,1,Eficiente,True,1.0
917876,0.0,15.428571428571429,20.0,80.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
918436,2.941176470588235,31.6,95.53805774278216,4.461942257217848,2.1739130434782608,1,0,0,0,0,1,1,Eficiente,False,1.0
918888,12.5,9.375,27.27272727272727,72.72727272727273,0.0,1,0,0,0,0,1,1,Eficiente,False,1.0
918956,0.0,34.5,89.47368421052632,10.526315789473683,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
918958,0.0,37.0,88.88888888888889,11.11111111111111,50.0,0,0,0,0,1,1,1,Eficiente,True,1.0
918978,0.5376344086021506,166.9318181818182,62.481089258698944,37.518910741301056,1.5037593984962403,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
918986,0.0,137.125,71.16658176260825,28.833418237391744,2.307692307692308,0,1,0,0,0,1,1,Eficiente,False,1.0
918988,0.0,13.0,50.0,50.0,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
919164,0.4629629629629629,287.35714285714283,1.5197568389057752,98.48024316109422,9.090909090909092,1,1,1,0,0,3,3,Ineficiente,False,0.0
919166,0.4028197381671702,401.7142857142857,1.974333662388944,98.02566633761106,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
919190,0.0,11.0,97.6470588235294,2.3529411764705883,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
919204,0.4284490145672665,550.9411764705883,0.7653061224489796,99.23469387755102,8.333333333333332,1,1,1,0,0,3,3,Ineficiente,False,0.0
919206,0.755939524838013,388.05263157894734,0.1078748651564185,99.89212513484358,5.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
919214,0.0,51.1,5.263157894736842,94.73684210526316,9.090909090909092,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
919218,4.761904761904762,28.3,93.18181818181816,6.8181818181818175,30.434782608695656,1,0,0,0,1,2,2,Potencialmente ineficiente,True,
919536,0.0,9.0,80.0,20.0,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
919552,0.0918273645546372,561.7575757575758,5.46875,94.53125,2.830188679245284,1,1,1,0,0,3,3,Ineficiente,False,0.0
919554,0.9306260575296108,503.1578947368421,0.9220452640402346,99.07795473595976,3.571428571428571,1,1,1,0,0,3,3,Ineficiente,False,0.0
919790,0.0,866.8032786885246,1.4366021236727045,98.5633978763273,2.702702702702702,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
919792,0.1333333333333333,397.2280701754386,8.312958435207824,91.68704156479215,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
919794,0.0880281690140845,1007.375,1.8150388936905792,98.18496110630942,0.0,1,1,1,0,0,3,3,Ineficiente,False,0.0
919896,20.0,17.5,0.0,100.0,0.0,1,0,1,0,0,2,2,Potencialmente ineficiente,False,
919956,0.0,10.75,0.0,100.0,8.333333333333332,0,0,1,0,0,1,1,Eficiente,False,1.0
919958,0.0,35.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
919994,0.0,69.5,0.0,100.0,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
920666,0.5617977528089888,39.707317073170735,59.72850678733032,40.27149321266968,0.0,1,0,0,0,0,1,1,Eficiente,False,1.0
920706,4.411764705882353,60.22222222222222,67.3076923076923,32.69230769230769,17.142857142857142,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
920720,0.0,50.71428571428572,63.69426751592356,36.30573248407643,2.1052631578947367,0,1,0,0,0,1,1,Eficiente,False,1.0
920726,1.7241379310344829,38.45454545454545,47.27272727272727,52.72727272727272,2.0,1,0,0,0,0,1,1,Eficiente,False,1.0
920728,1.4925373134328357,87.97297297297297,33.0,67.0,5.47945205479452,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
920732,0.0,68.83333333333333,57.509157509157504,42.49084249084249,4.838709677419355,0,1,0,0,0,1,1,Eficiente,False,1.0
920838,0.0,31.666666666666668,72.57383966244726,27.42616033755274,1.36986301369863,0,0,0,0,0,0,0,Eficiente,False,1.0
920852,1.0416666666666663,52.075,59.06183368869936,40.93816631130064,0.99009900990099,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
920874,0.0,48.05263157894737,0.0,100.0,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
920902,2.083333333333333,88.58333333333333,26.15384615384616,73.84615384615385,0.0,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
920930,0.0,62.0,0.0,100.0,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
920982,0.0,48.22222222222222,0.0,100.0,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
921062,0.0,36.85294117647059,5.042016806722689,94.9579831932773,2.702702702702702,0,0,1,0,0,1,1,Eficiente,False,1.0
921102,0.0,29.33333333333333,53.57142857142857,46.42857142857143,21.052631578947366,0,0,0,0,1,1,1,Eficiente,True,1.0
921104,0.0,30.75,60.0,40.0,28.57142857142857,0,0,0,0,1,1,1,Eficiente,True,1.0
921306,1.0050251256281406,179.08510638297872,57.659574468085104,42.340425531914896,0.7936507936507936,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
921318,0.2582866982350409,615.4181818181818,52.42678681138644,47.57321318861356,9.271523178807946,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
921320,1.2658227848101269,85.76190476190476,77.29885057471265,22.701149425287355,0.0,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
921814,2.380952380952381,56.6,50.588235294117645,49.41176470588236,27.27272727272727,1,1,0,0,1,3,3,Ineficiente,True,0.0
921818,0.497787610619469,271.4428571428571,53.80684721512519,46.193152784874805,4.568527918781726,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
922114,0.0,61.0,91.66666666666666,8.333333333333332,42.85714285714285,0,1,0,0,1,2,2,Potencialmente ineficiente,True,
922154,0.0,9.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
922356,0.0,52.44444444444444,0.0,100.0,0.0,0,1,1,0,0,2,2,Potencialmente ineficiente,False,
922428,0.0,14.25,88.31168831168831,11.688311688311687,19.11764705882353,0,0,0,0,1,1,1,Eficiente,True,1.0
922474,0.0,31.6875,77.00729927007299,22.99270072992701,33.33333333333333,0,0,0,0,1,1,1,Eficiente,True,1.0
922486,0.0,8.0,83.33333333333334,16.666666666666664,60.0,0,0,0,0,1,1,1,Eficiente,True,1.0
922698,0.0,21.5,75.0,25.0,42.85714285714285,0,0,0,0,1,1,1,Eficiente,True,1.0
923254,0.0,45.0,90.0,10.0,0.0,0,1,0,0,0,1,1,Eficiente,False,1.0
923526,0.2219755826859045,111.11111111111111,67.03256494694475,32.96743505305525,0.546448087431694,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
923528,1.680672268907563,59.9375,84.28005284015853,15.71994715984148,0.7936507936507936,1,1,0,0,0,2,2,Potencialmente ineficiente,False,
923646,0.0,19.0,0.0,100.0,100.0,0,0,1,0,1,2,2,Potencialmente ineficiente,True,
923744,0.0,5.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
923944,0.0,17.214285714285715,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
924544,0.0,20.176470588235293,11.11111111111111,88.88888888888889,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
924546,2.272727272727273,30.47826086956522,61.73913043478261,38.26086956521739,0.0,1,0,0,0,0,1,1,Eficiente,False,1.0
924614,0.0,9.25,72.72727272727273,27.27272727272727,0.0,0,0,0,0,0,0,0,Eficiente,False,1.0
924662,0.0,20.0,0.0,100.0,0.0,0,0,1,0,0,1,1,Eficiente,False,1.0
924928,3.333333333333333,65.2,62.0253164556962,37.9746835443038,48.837209302325576,1,1,0,0,1,3,3,Ineficiente,True,0.0
924930,4.761904761904762,35.38461538461539,91.42857142857144,8.571428571428571,30.95238095238096,1,0,0,0,1,2,2,Potencialmente ineficiente,True,
924932,0.0,18.0,90.32258064516128,9.67741935483871,73.91304347826086,0,0,0,0,1,1,1,Eficiente,True,1.0
924934,0.0,64.0,99.12891986062718,0.8710801393728222,45.54455445544555,0,1,0,0,1,2,2,Potencialmente ineficiente,True,
